,Sentiment,SentimentText
91851,1,<MENTION> Hey Chris! Good to see you on Twitter! Hope all is well! May see you up at the Teva Games!
51768,1,"<MENTION> haha, good move!"
36595,1,<MENTION> you could just fly back to sydney and use my internet
14822,0,<MENTION>) Owners leaving outta state tomorrow. Without me. I am going to miss them!!! I need a hug!
25583,0,<MENTION> and I'm sorry to hear about your cat x
56774,0,<MENTION> The looming threat of standardised testing...
59170,0,<MENTION> Nice juggling ;) I seriously can't believe that Shaheen didn't win. Unbelievable
72086,1,<MENTION> You live dat glamorous life.
81062,1,<MENTION> goodnight!
19034,1,"<MENTION> Ooh, I might go into town later, 'i've done an exam' treat, maybe Good luck in the revision, I must go to my exam....aah!x"
23987,0,"<MENTION> In Thailand. Not too sure how it happened. I wasn't mugged, but everything disappeared from my bag at a bar."
41910,0,<MENTION> i missed your birfday didn't I
67838,1,<MENTION> so excited i got you to follow a twilight person
64581,1,<MENTION> sounds good. you can practice on me too
10992,1,<HASHTAG> 'Boom Boom Pow' by The Black Eyed Peas
76324,0,<MENTION> Seriously? That hurts a little to know Andrew is doing that Bring back TREOS
9030,0,"'he beamed at the mention of your name' fuck, I miss that dude so bad."
39538,0,"<MENTION> overall sih bagus ta, ga remed. tapi bio gue 52 hehe how's the result?"
92476,0,<MENTION> Unpacking b/c you have to see everything that broke from you hurrying to get it all moved
20513,0,@ work. whatta day so far.. Anyone up to much tonight? <URL>
18501,0,@ work again..
22692,0,<MENTION> THANKS GIRLIE I LOVE YO MAIN PIC TOO BUT I CANT SEE UR BACKGROUND PIC
61951,1,"<MENTION> nice cafe_press, have fun selling there"
5122,1,yes it's that serious LOL. Nicki Minaj is a beast! Don't act like you didn't know that's my celebrity crush LOL
48913,1,"<MENTION> Well Thank YOU. I was being outnumbered here. Anyhow, but still man Zoozoos are everywhere<MENTION><MENTION>"
57930,1,<MENTION> Thanks for the rec
34135,1,<MENTION> hahaha i really liked meeting you haha no se si estara bien escrito... pero bueno xD nice to met you! xD
32262,1,"<MENTION> - in email this morning she wrote: 'I'll be posting a blog later tonight explaining the new gig. Trust me, I'm not going away! '"
74684,0,<MENTION> what pic are you referring to? the wonder woman 'ho' pic or the floppy haired Rob gif? i cant believe u changed ur pic!
29957,1,<MENTION> Love it! Great movie
55919,1,<MENTION> and great week!
30777,0,<MENTION> we did! we really did.. i still want top gear though
99856,0,<MENTION> Your Highness...........................crystalmarieDONTluvSpiteAnymore
12840,1,*sighs* vruce springstenn in the apple shop its cheering me up just a tad
53764,1,<MENTION> think with heart .. confirm with brain.. there u go .. combined power
21742,0,<MENTION> bc I got finals 2 study for
66212,1,<MENTION> and<MENTION> Hmmmm RA right around the corner from me? May need to take a break
6697,1,<HASHTAG> <MENTION> (she gets her own b/c she's just that cool)
92985,0,"<MENTION> Great job on the tweets Chris! Sorry, you have to get on the plane you aren't going to defect are you? ;-)"
43890,0,<MENTION> sorry i dead ass was gonna do that
8773,0,work is slowly killing me.
52180,1,<MENTION> You have a good Friday to!
48613,1,<MENTION> that's how the addiction starts
42580,0,<MENTION> I can only hang wit ppl who have faith! lol
92653,1,<MENTION> lol must have some idea about what you are gonna do today>lol
62649,0,<MENTION> This is interesting I am bored
83797,0,"<MENTION> Thanks, my friend pointed me to the XFX HD4650 on newegg>> DVI with no hdmi adapter and no realtek hdmi sound"
28766,1,<MENTION> i didn't realise you had a monome! cool stuff!
73164,0,<MENTION> aww -huggles- well some people are just shit heads fuck 'em!
23567,1,"<MENTION> At this time 0%... Besides, I am working on something very interesting that I can't talk about"
64033,0,<MENTION> I wish!
20929,0,<MENTION> hmm. I don't know anything anymore. Confused. Wish I could tell someone but I'm not too sure myself.
20701,1,"<MENTION> I would go see it with you, if I knew where the hell u were"
53115,0,<MENTION> i know its been way to long
35236,1,<MENTION> i have the song on repeat
91250,0,<MENTION> guess what I'm dling now...?
15258,1,*british accent* I really would like to watch Across the Universe right now while drinking this E& J. Hahah
68174,0,"<MENTION> Why thank you! Sadly, I don't think I am coming As you said, I probably left it a bit late. We should still meet up soon tho."
70731,1,<MENTION> thanks! I appreciate the encouragment!
28091,1,<MENTION> I bet he's acting pretty Footloose about it too! LOL
53470,0,<MENTION> I know they meant 'curves' but now I keep thinking of hairy bush
91434,1,<MENTION> hellllllllz yeahhhh
19545,1,<MENTION> ok. Make sure u keep checking in. Gotta watch Tom and Jerry with the pickle.
5232,1,<HASHTAG> READY FOR MORE!! i love me some<MENTION> !!!
11411,0,"<HASHTAG> must a very, very secret society because NO ONE is willing to explain it! NOT FAIR!"
24190,0,<MENTION> APRIL I HAD A DREAM NA CLASSMATES TAYO NINA MARINA Just like review :|
48965,0,<MENTION> I can't I sort of look like Pocohontas naturally
99730,0,"<MENTION> Thx for hope, am scared abt being able 2 walk. LOL, I am shopping for soft sneakers now. Haven't wrn reg shoes in yrs."
11175,1,(..) with which you have maintained the struggle against overwhelming odds' So stay focus baby
85859,1,<MENTION> I like dollars and sense! Maybe we can do a JV
14035,0,..<MENTION> is in the booth...like POOF! lol...<MENTION> when u comin back to the H?? or do i needa just break down and do LA?
75039,0,<MENTION> awe.. I'm sorry!! I'm sure he was so upset with himself
33865,0,<MENTION> pleases unban me im sorry for saying something naughty i was jokig... i need the sit 4 irish tips :O i promise ill be good
11034,1,'you look really sexy here..probs because your about to kill me' funniest comment ever.
58412,0,"<MENTION> I have no idea, I just have this huge case of big ones now. Gasp! I already had 2 cups and I want more!!"
8411,1,'Before the Storm' doesn't count because its the BEST song they've EVER done. it can't compare to any others. haha.
74217,1,<MENTION> i have many nights like that so many thoughts....so many ideas....
15083,1,<MENTION> <URL> The movie with your favorite history teacher!
43470,1,<MENTION> yum- it was worth it
11520,0,'You miss 100% of the shots you don't take.' i think that's why i didn't win the<HASHTAG> iphone today. i forgot to say<HASHTAG>
23489,0,<MENTION> I know sad my aunt same way its tough all we could do was stand by her and help her heal too complicated for <140
66658,1,<MENTION> ohhh i think that looks interesting...let me know!
46894,1,<MENTION> Happy birthday!! Have a great day!!
5290,1,"<HASHTAG> BOTD Place colorful gerbera daisies in sq vase add greens, viburnum snowball and brunches <URL>"
29197,0,"<MENTION> yeah! it was nice and long and detailed..sigh. these things just happen to me well, i shall retype you one..."
20508,0,@ work with anxiety...idk but I'm not myself today I just want to lay in bed n watch tv...
10503,1,'they're homorific! just homorific!' hahahah
4877,1,<HASHTAG> Shouldn't Ringo Starr be also a knight. SIR Ringo Starr.
31135,0,<MENTION> FORM OVER FUNCTION is what this LA girl was fighting in NY. i only brought my nine wests and calvin kliens. my feet hurt soooo
55549,1,<MENTION> There! You are impressing me with you knack at handling direct (and difficult) questions. 'I'll get back to you on that!'<MENTION>
5960,0,only 15:00 - slow today.
6387,0,<HASHTAG> when myspace 1st came out & i couldnt make friends ....
55612,1,<MENTION> love the new stuff and the myspace layout. Last time I was at a Dodgers game was when they were out of Brooklyn
37608,0,"<MENTION> i'm a hooker on the weekends. just kidding, my second job is in retail."
19574,1,@ Free2Love -well i think it looks adorable.
35365,1,"<MENTION> facebook tomorrow night? I need to go to bed soon, so tomorrow is better"
49265,1,"<MENTION> only an hour and a half, that is an early night for me"
79920,0,"<MENTION> Vodafone pushes VAS down your throat, whether you want it or not. The company is very bad in that area. Be careful."
90507,0,<MENTION> OMG that's a long day Will wave to you later as I take son to cinema. Will stop off & stock up (cinema way too expensive)
46418,0,"<MENTION>...allikins, man we need to get this thing sorted out soon love! you know what sucks, im working on canada day"
72638,1,<MENTION> YAY another one: <URL>
46647,1,<MENTION> here in germany they say you are the twitter King
59532,1,<MENTION> You should have baught a ring from us...My husband is a bespoke jeweller Can make anything your heart desires!
91751,1,<MENTION> -9pm liberty PUNK! ;) idthink<MENTION> n pablo are going. You can invite others though. Gotta look for my volleyball
82532,1,"<MENTION> Hmmm, not sure, I haven't used Lavalu... yet FTP's are rough though"
39448,0,"<MENTION> Yeah, and Twitter being down and my internet not working makes it less fun."
72475,1,<MENTION> Knowing your wife... good point. About like she lets you use her MacBook. Is it too soon to joke about your tablet again?
42091,1,<MENTION> Give me $50 and the tickets and I'll go.
87650,1,<MENTION> yay! You're bound and determined to make me go back to my iphone aren't you!?!?
91150,1,<MENTION> - Earl! I need you 2 vote 4 me. www.wyclef.com.
76722,0,"<MENTION> Argh, sorry for you!"
15264,0,*cont* Or sun poisoning. Word to the wise= USE SUNSCREEN! Wish us luck.
12445,0,'A Million Miles Away' does not seem to be on iTunes in the US...
93048,0,"<MENTION> yes, always when I start loosing weight I start getting them... lowered the lights but still have the pain"
69268,0,<MENTION> aww andys mean ayy? ILY !
30446,0,<MENTION> I hope you feel better.... LAME you got sick at the beginning of our long weekend!
11995,0,(Nina) just got done blogging my thoughts on last night... Now lying in bed with theraflu
48120,1,"<MENTION> morning, by the way"
13937,1,"'The day is never done.' writing my story, Behind Closed Doors"
23806,0,<MENTION> It would never have occurred to me that you could go around and steal the bags of the genuine charities but they do
80911,1,<MENTION> Let's chika. Is FRING a good app for Nokia E71? Anyone?
37773,0,"<MENTION> :3, Youtube loves my HD videos well maybe."
72971,1,<MENTION> You've made my day again.
26657,0,<MENTION><MENTION> ashley agress with me too! but the brazillian looks about 10!
51414,0,<MENTION> i thought she wasn't offered it yet because the screenplay isnt finished!?
70622,0,<MENTION> Aww that sucks! Why?
65871,0,<MENTION> WOW... SORRY GOOD LUCKKKKK
26351,1,<MENTION> 45min/5x/week is awesome! I totally need to start doing that. Ur diabolical language coffee plot made me laugh.
56597,0,<MENTION> dont u know squids can feel it wen u cut em into little rings EVEN WHEN THEIR DEAD.
97467,0,<MENTION> ill try I'm mad tired
13118,1,. . . May 29th - June 7th I'm in Italy
807,0,"can't get motivated, it might b the sunday crying club for me!!"
69036,1,"<MENTION> Wellll, it wasn't so much ME as it was ALL the adults. But now I've lost my brother."
53854,1,<MENTION> ! my teeny tiny fwend !
92158,1,"<MENTION> That was fast! ...can't run away. I love Campbell. Weird, I was just reading late last night. Pyramids."
31687,0,"<MENTION> Oh man, now that you mention that, I'm going to think of goldfish every time I eat sushi!! Goldfish r 2 cool 2 eat! lol"
99339,1,<MENTION> Just added <marquee> as well
50613,1,<MENTION> where are ya? We should roll together!
60506,1,<MENTION> High School Musical is the best Ben Roy! I know you know the songs
88372,1,"<MENTION> haha, I did - too funny"
65829,1,<MENTION> Sure
94037,0,<MENTION> YUM! I never thought of putting pepperoni but that's gotta rock! Gnocchi failed. It tasted really floury. Sucha letdown.
86074,0,<MENTION> i know - i was sure the website said it was open. and i really wanted to skate boo to smelly closure! how are you?
94421,0,<MENTION> um.. Molly just called be back and said no delivery.. Our order is too small.. Same size as last time..
77155,1,<MENTION> Sleep well for the bb's are waiting to see you on the morrow LOL Talk to U when you get back..
27759,1,<MENTION> thanks man off course friends 4 good
25016,0,<MENTION> at the 1 u just mentioned I was JUST WAIT TILL THE WEDDING SPEECH! I'll b uncontrollable!!!
98931,0,<MENTION> but that means I can't have any for me
10932,1,"<HASHTAG> Awesome event, awful hashtag"
71807,1,<MENTION> Good morning.. you look a bit green today
32084,1,<MENTION> laundry rocks when i'm washing stuff ppl bought from me so i can ship it
46240,1,<MENTION> <URL> Really funny video of 'Total Eclipse of a Heart' Thought you'd like it!
78769,1,<MENTION> hahahahaa arielleeeee iiisss soo coolll
15199,0,"<MENTION> oh the shame ... I'm killing myself now. Gin-fingers, it's my only excuse"
4097,0,My fish got sick today. Tomorrow I will know how many survived.
71945,0,"<MENTION> aw, no way! most non-triumphant!"
92688,1,<MENTION><MENTION> Congrats! That's great news. I'm so happy for the two of you
89322,1,<MENTION> i think u need to take a vacation in beautiful lake tahoe
4817,1,that's my only expression! I think I like him. Yes
57274,1,<MENTION> yeah tried them... convenient uplift is the issue.. i think i'll take them to staples - never had any issues with DHL
34390,0,"<MENTION> hope you managed to stop, breathe and sort yourself ... feeling anxious is no fun controlling your breathing is key."
